Date,511360.SH,511030.SH,159650.SZ,159649.SZ,511520.SH,511380.SH,159816.SZ,159972.SZ,511220.SH,511020.SH,511060.SH,511270.SH,511010.SH,511260.SH
2020/8/21,0.0000,0.0469,0.0000,0.0000,0.0000,0.2112,0.0000,0.0389,0.0713,0.0000,0.1259,0.0161,0.0182,0.0335
2020/8/24,0.0000,0.0000,0.0000,0.0000,0.0000,0.1150,0.0000,-0.0631,-0.0010,-0.1431,0.0511,-0.1118,-0.0198,-0.0163
2020/8/25,0.0000,-0.2878,0.0000,0.0000,0.0000,-0.0191,0.0000,-0.0039,0.0310,-0.0971,0.0216,-0.3880,-0.2097,-0.2791
2020/8/26,0.0000,0.2876,0.0000,0.0000,0.0000,-0.8326,0.0000,0.0039,-0.1136,0.0000,-0.2041,-0.1857,-0.1001,-0.1309
2020/8/27,0.0000,0.0000,0.0000,0.0000,0.0000,0.1641,0.0000,0.0243,-0.0610,-0.1925,-0.1947,-0.0668,-0.2153,0.0610
2020/8/28,0.0000,-0.3815,0.0000,0.0000,0.0000,0.6552,0.0000,0.0019,-0.3113,-0.2893,0.0965,-0.2339,-0.0681,-0.2828
2020/8/31,0.0000,0.2294,0.0000,0.0000,0.0000,0.2010,0.0000,-0.0019,-0.3724,0.2418,-0.0650,0.0383,0.0706,0.0721
2020/9/1,0.0000,-0.0766,0.0000,0.0000,0.0000,0.3439,0.0000,0.0165,0.2718,0.1910,0.0118,-0.1435,0.3029,0.3582
2020/9/2,0.0000,-0.1878,0.0000,0.0000,0.0000,0.2856,0.0000,0.0039,0.0841,-0.1425,-0.1044,-0.1763,-0.1142,-0.1408
2020/9/3,0.0000,0.1795,0.0000,0.0000,0.0000,-0.2373,0.0000,0.0107,0.0176,-0.2411,-0.0680,-0.0307,-0.0191,0.2765
2020/9/4,0.0000,0.1428,0.0000,0.0000,0.0000,-0.2664,0.0351,0.0126,0.0000,-0.1431,-0.0760,-0.0518,-0.1624,0.0227
